,,,,,
,,,,,
II.5.2,Cho phép cấu hình nhiều cấp độ huy hiệu (ví dụ: Đồng – Bạc – Vàng – Kim cương).,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.5.3,"Tiêu chí và điều kiện xét trao có thể cấu hình như: Số lượng ý tưởng, giải pháp, sáng kiến được nộp; Số lượng được phê duyệt/triển khai; Mức độ hiệu quả hoặc điểm đánh giá; Mức độ tương tác (like, bình luận, tham gia nhóm); Đóng góp theo vai
 trò (tác giả chính, đồng tác giả, thành viên triển khai).",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III,Quản lý thông báo,,,,
III.1,Xem danh sách thông báo: Cho phép người dùng xem danh sách thông báo cá nhân được nhận.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
III.2,Nhận thông báo: Cho phép người dùng nhận được thông báo theo vai trò và quyền hạn,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
III.3,"Xem chi tiết thông báo: Cho phép người dùng xem thông tin chi tiết của thông báo. Thông tin có thể bao gồm: Thời gian gửi
 thông báo; Nội dung thông báo",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
III.4,Lọc danh sách thông báo: Cho phép người dùng thực hiện lọc danh sách thông báo theo trạng thái.,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
III.5,"Gửi thông báo đa kênh: Thông báo trực tiếp trên hệ thống (In- app), Email, Tin nhắn SMS (nếu được cấu hình)",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
IV,Phân tích và báo cáo,,,,
IV.1,"Tổng quan Dashboard điều hành: Cho phép hiển thị bức tranh tổng thể về hoạt động ĐMST và CĐS trên một màn hình, bao
 gồm số lượng ý tưởng/giải pháp/sáng kiến, chương trình/dự án",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Dashboard cần thêm các trường thông tin theo dõi nữa
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
,"CĐS, chiến dịch, quỹ thưởng và mức độ tham gia của CBNV
 theo thời gian thực.",,,,
IV.2,"Dashboard theo vai trò: Cho phép hệ thống tự động hiển thị dashboard khác nhau theo vai trò (CBNV, Lãnh đạo đơn vị, Lãnh đạo TCT, Quản trị hệ thống) với các chỉ số và phạm vi dữ
 liệu tương ứng.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,"Chưa có dashboard theo vai trò, vẫn đang chung 1 dashboard tổng"
IV.3,"Tùy biến Dashboard: Cho phép người dùng cấu hình bố cục, lựa chọn chỉ số (KPI), biểu đồ và phạm vi thời gian hiển thị theo
 nhu cầu cá nhân.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có tuỳ biến
IV.4,"Báo cáo Ý tưởng/Giải pháp/Sáng kiến: Cho phép thống kê số lượng theo trạng thái (nháp, đã nộp, phê duyệt, triển khai, không
 thông qua), theo đơn vị, lĩnh vực, thời gian và mức độ hiệu quả.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Đã có
IV.5,"Báo cáo hiệu quả ĐMST: Cho phép tổng hợp lợi ích mang lại từ các sáng kiến như tiết kiệm chi phí, tăng doanh thu, nâng cao
 chất lượng dịch vụ, số lượng áp dụng/nhân rộng.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.6,"Báo cáo quy trình xử lý & SLA: Cho phép theo dõi thời gian xử
 lý trung bình từng bước, tỷ lệ đúng hạn/quá hạn, các điểm nghẽn quy trình và cảnh báo tồn đọng hồ sơ.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.7,"Báo cáo đóng góp cá nhân/đơn vị: Cho phép xếp hạng và thống
 kê mức độ tham gia theo cá nhân/đơn vị dựa trên số lượng nộp, phê duyệt, điểm thưởng, lượt tương tác và huy hiệu đạt được.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.8,"Bảng xếp hạng (Leaderboard): Cho phép hiển thị bảng xếp hạng
 theo tháng/quý/năm cho cá nhân và đơn vị có thành tích nổi bật trong hoạt động ĐMST và CĐS.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.9,"Báo cáo tương tác hệ thống: Cho phép thống kê lượt xem, thích,
 bình luận, tham gia chiến dịch và mức độ sử dụng hệ thống theo người dùng/đơn vị.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.10,"Báo cáo chiến dịch ĐMST: Cho phép theo dõi hiệu quả từng
 chiến dịch bao gồm số người tham gia, số ý tưởng/giải",Đáp ứng,Không đáp ứng,"Văn bản cam kết và
 Demo chứng minh",Chưa có
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
,"pháp/sáng kiến nộp, tỷ lệ hoàn thành, tổng thưởng đã chi và huy
 hiệu đã trao.",,,,
IV.11,"Báo cáo chương trình/dự án CĐS/ R&D và Sandbox: Cho phép tổng hợp tiến độ thực hiện, trạng thái (đúng hạn/trễ/rủi ro), tỷ lệ hoàn thành milestone, ngân sách sử dụng và hiệu quả đạt được
 của từng chương trình.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.12,"Dashboard tiến độ CĐS/ R&D và Sandbox: Cho phép hiển thị biểu đồ Gantt, biểu đồ tiến độ và cảnh báo các mốc triển khai
 chậm hoặc vượt ngân sách.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.13,"Báo cáo Quỹ phát triển KHCN: Cho phép theo dõi tình hình phân bổ và sử dụng quỹ theo thời gian thực, bao gồm ngân sách
 ban đầu, đã chi, còn lại, theo loại quỹ và theo đơn vị.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có quỹ
IV.14,"Báo cáo chi thưởng: Cho phép thống kê chi tiết các khoản chi tiền thưởng và điểm thưởng theo cá nhân, đơn vị, chiến dịch,
 sáng kiến hoặc thời gian.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.15,"Báo cáo ví và giao dịch: Cho phép tra cứu lịch sử giao dịch, số
 dư ví tiền mặt và ví Cánh sen/Bông sen; hỗ trợ đối soát.",Đáp ứng,Không đáp ứng,"Văn bản cam kết và
 Demo chứng minh",Chưa có
IV.16,"Báo cáo quy đổi quà tặng: Cho phép thống kê số lượng quy đổi,
 loại quà phổ biến, tồn kho và chi phí quy đổi.",Đáp ứng,Không đáp ứng,"Văn bản cam kết và
 Demo chứng minh",Chưa có
IV.17,"Báo cáo ngân sách & ROI: Cho phép so sánh chi phí quỹ khen
 thưởng với giá trị/hiệu quả mang lại từ các sáng kiến để đánh giá hiệu quả đầu tư (ROI).",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có
IV.18,"Báo cáo người dùng & sử dụng hệ thống: Cho phép thống kê số lượng người dùng hoạt động, tần suất đăng nhập, tỷ lệ sử dụng
 tính năng và mức độ tương tác theo phòng ban/đơn vị.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,"Chưa có thống kê tần suất đăng nhập, tỷ lệ sử dụng
 tính năng và mức độ tương tác theo phòng ban/đơn vị."
IV.19,"Xuất báo cáo: Cho phép xuất dữ liệu và biểu đồ sang các định dạng Excel, PDF hoặc CSV để phục vụ họp, tổng hợp và báo
 cáo lãnh đạo.",Đáp ứng,Không đáp ứng,Văn bản cam kết và Demo chứng minh,Chưa có xuất biểu đồ
V,Tích hợp và chia sẻ dữ liệu,,,,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
V.1,"Hệ thống có khả năng tích hợp, chía sẻ dữ liệu với các hệ thống phần mềm nghiệp vụ, cơ sở dữ liệu của TCT thông qua API/Webservices hoặc theo hiện trạng ứng dụng của TCT.Các hệ thống dự kiến:
 - Hệ thống đăng nhập tập chung.
 - Hệ thống Nhân sự.
 - Hệ thống Tài chính (nếu được cho phép).
 - Các hệ thống khác phụ vụ nghiệp vụ phần mềm.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
